epoch,tr_loss,vl_loss,dice,fpr,prec,rec
34,0.7903,0.9322,0.2751,0.0529,0.2681,0.4475
35,0.7708,0.9274,0.2758,0.0518,0.2746,0.4457
36,0.7519,0.9236,0.2711,0.0516,0.2741,0.4337
37,0.7370,0.9323,0.2645,0.0575,0.2585,0.4479
38,0.7275,0.9197,0.2659,0.0516,0.2670,0.4293
39,0.7077,0.9328,0.2570,0.0537,0.2540,0.4267
40,0.6946,0.9293,0.2517,0.0493,0.2622,0.3905
41,0.6792,0.9372,0.2548,0.0557,0.2477,0.4381
42,0.6693,0.9138,0.2725,0.0550,0.2903,0.4507
43,0.6383,0.9221,0.2667,0.0544,0.2632,0.4416
44,0.6139,0.9132,0.2706,0.0523,0.2695,0.4362
45,0.5923,0.9132,0.2735,0.0467,0.2801,0.4295
46,0.5668,0.9106,0.2746,0.0474,0.2801,0.4337
47,0.5449,0.9172,0.2723,0.0490,0.2751,0.4373
48,0.5361,0.9120,0.2758,0.0494,0.2740,0.4451
49,0.5376,0.9122,0.2805,0.0475,0.2839,0.4396
50,0.5217,0.9056,0.2792,0.0446,0.2880,0.4273
51,0.5103,0.9082,0.2884,0.0479,0.2850,0.4545
52,0.5123,0.8994,0.2856,0.0418,0.2993,0.4250
53,0.5000,0.9021,0.2863,0.0400,0.3132,0.4136
54,0.4907,0.8978,0.2897,0.0415,0.3036,0.4276
55,0.4696,0.8896,0.2934,0.0375,0.3206,0.4103
56,0.4513,0.8838,0.3003,0.0370,0.3320,0.4116
57,0.4326,0.8860,0.2942,0.0349,0.3407,0.3926
58,0.4357,0.8879,0.2994,0.0373,0.3335,0.4091
59,0.4150,0.8897,0.2947,0.0378,0.3298,0.4052
60,0.4061,0.9008,0.2948,0.0387,0.3313,0.4069
61,0.4119,0.8978,0.2914,0.0356,0.3387,0.3909
62,0.3872,0.9077,0.2767,0.0310,0.3448,0.3619
63,0.3473,0.9090,0.2791,0.0340,0.3385,0.3769
64,0.3359,0.9121,0.2775,0.0346,0.3385,0.3775
65,0.3277,0.9176,0.2733,0.0347,0.3382,0.3726
66,0.3211,0.9153,0.2757,0.0366,0.3351,0.3798
67,0.3169,0.9206,0.2726,0.0353,0.3363,0.3734
68,0.3095,0.9241,0.2693,0.0355,0.3359,0.3712
69,0.3034,0.9227,0.2700,0.0357,0.3356,0.3725
70,0.3026,0.9226,0.2704,0.0361,0.3351,0.3741
71,0.3018,0.9227,0.2704,0.0359,0.3349,0.3738
72,0.3009,0.9222,0.2711,0.0362,0.3349,0.3754
73,0.3002,0.9224,0.2708,0.0363,0.3347,0.3754
74,0.2996,0.9229,0.2708,0.0363,0.3345,0.3755
75,0.2989,0.9226,0.2709,0.0363,0.3345,0.3758
76,0.2988,0.9227,0.2709,0.0363,0.3345,0.3757
77,0.2988,0.9226,0.2710,0.0363,0.3345,0.3758
78,0.2987,0.9224,0.2712,0.0363,0.3346,0.3761
79,0.2986,0.9220,0.2718,0.0364,0.3350,0.3771
80,0.2985,0.9221,0.2716,0.0365,0.3348,0.3770
81,0.2984,0.9225,0.2712,0.0365,0.3345,0.3763
82,0.2985,0.9225,0.2712,0.0365,0.3345,0.3764
83,0.2985,0.9221,0.2716,0.0365,0.3348,0.3771
84,0.2985,0.9221,0.2716,0.0365,0.3348,0.3771
85,0.2985,0.9221,0.2716,0.0365,0.3349,0.3771
86,0.2985,0.9221,0.2717,0.0365,0.3349,0.3771
87,0.2985,0.9221,0.2716,0.0365,0.3349,0.3771
88,0.2985,0.9220,0.2717,0.0365,0.3349,0.3770
89,0.2985,0.9221,0.2717,0.0365,0.3349,0.3771
90,0.2985,0.9221,0.2716,0.0365,0.3348,0.3771
91,0.2985,0.9221,0.2716,0.0365,0.3348,0.3771
92,0.2985,0.9225,0.2712,0.0365,0.3345,0.3764
93,0.2985,0.9225,0.2713,0.0365,0.3347,0.3764
94,0.2985,0.9226,0.2712,0.0365,0.3346,0.3763
95,0.2985,0.9226,0.2712,0.0365,0.3346,0.3763
96,0.2985,0.9226,0.2712,0.0365,0.3346,0.3763
97,0.2985,0.9226,0.2712,0.0365,0.3346,0.3763
98,0.2985,0.9226,0.2712,0.0364,0.3346,0.3763
99,0.2984,0.9228,0.2711,0.0365,0.3345,0.3762
100,0.2984,0.9227,0.2712,0.0364,0.3346,0.3762
101,0.2984,0.9227,0.2712,0.0364,0.3346,0.3762
102,0.2984,0.9227,0.2712,0.0364,0.3346,0.3762
103,0.2984,0.9223,0.2715,0.0365,0.3348,0.3768
104,0.2984,0.9223,0.2715,0.0365,0.3348,0.3768
105,0.2984,0.9223,0.2714,0.0365,0.3348,0.3768
106,0.2984,0.9223,0.2714,0.0365,0.3348,0.3768
107,0.2984,0.9223,0.2714,0.0365,0.3348,0.3768
108,0.2984,0.9223,0.2713,0.0365,0.3347,0.3768
109,0.2984,0.9223,0.2714,0.0365,0.3346,0.3768
110,0.2984,0.9223,0.2713,0.0365,0.3346,0.3768
111,0.2984,0.9223,0.2714,0.0365,0.3346,0.3768
112,0.2984,0.9222,0.2714,0.0365,0.3346,0.3768
113,0.2984,0.9223,0.2714,0.0365,0.3346,0.3768
114,0.2984,0.9223,0.2713,0.0365,0.3346,0.3767
115,0.2984,0.9223,0.2713,0.0365,0.3346,0.3767
116,0.2984,0.9223,0.2714,0.0365,0.3346,0.3767
117,0.2984,0.9223,0.2713,0.0365,0.3346,0.3767
118,0.2984,0.9223,0.2714,0.0365,0.3346,0.3768
119,0.2984,0.9223,0.2714,0.0365,0.3346,0.3769
120,0.2984,0.9223,0.2714,0.0365,0.3346,0.3768
121,0.2984,0.9222,0.2714,0.0365,0.3346,0.3768
122,0.2984,0.9223,0.2714,0.0365,0.3346,0.3768
123,0.2983,0.9223,0.2714,0.0365,0.3346,0.3768
124,0.2983,0.9223,0.2714,0.0365,0.3346,0.3767
125,0.2983,0.9223,0.2714,0.0365,0.3346,0.3767
126,0.2983,0.9222,0.2714,0.0365,0.3346,0.3767
127,0.2983,0.9222,0.2714,0.0365,0.3346,0.3767
128,0.2983,0.9222,0.2714,0.0365,0.3346,0.3767
129,0.2983,0.9222,0.2714,0.0365,0.3346,0.3768
130,0.2983,0.9223,0.2714,0.0365,0.3346,0.3767
131,0.2983,0.9223,0.2713,0.0365,0.3346,0.3766
132,0.2983,0.9222,0.2714,0.0365,0.3346,0.3767
133,0.2983,0.9222,0.2714,0.0365,0.3346,0.3767
134,0.2983,0.9222,0.2714,0.0365,0.3346,0.3767
135,0.2983,0.9223,0.2714,0.0365,0.3346,0.3767
136,0.2983,0.9223,0.2714,0.0365,0.3346,0.3767
137,0.2983,0.9223,0.2714,0.0365,0.3346,0.3767
138,0.2983,0.9223,0.2714,0.0365,0.3346,0.3767
139,0.2983,0.9223,0.2714,0.0365,0.3346,0.3767
140,0.2983,0.9223,0.2714,0.0365,0.3346,0.3767
141,0.2983,0.9224,0.2713,0.0365,0.3345,0.3767
142,0.2983,0.9223,0.2713,0.0365,0.3345,0.3767
143,0.2983,0.9223,0.2713,0.0365,0.3345,0.3767
144,0.2983,0.9223,0.2713,0.0365,0.3345,0.3767
145,0.2983,0.9223,0.2713,0.0365,0.3345,0.3768
146,0.2983,0.9225,0.2711,0.0365,0.3344,0.3765
147,0.2982,0.9225,0.2711,0.0365,0.3344,0.3765
148,0.2982,0.9225,0.2711,0.0365,0.3344,0.3766
149,0.2982,0.9225,0.2711,0.0365,0.3343,0.3766
150,0.2982,0.9226,0.2711,0.0365,0.3343,0.3766
151,0.2982,0.9225,0.2713,0.0365,0.3345,0.3768
152,0.2982,0.9225,0.2713,0.0365,0.3344,0.3768
153,0.2982,0.9225,0.2712,0.0365,0.3344,0.3767
154,0.2982,0.9226,0.2712,0.0365,0.3344,0.3767
155,0.2982,0.9226,0.2710,0.0365,0.3343,0.3765
156,0.2982,0.9226,0.2711,0.0365,0.3343,0.3766
157,0.2982,0.9227,0.2710,0.0365,0.3342,0.3765
158,0.2982,0.9225,0.2714,0.0366,0.3344,0.3771
159,0.2982,0.9225,0.2713,0.0365,0.3344,0.3771
160,0.2982,0.9225,0.2713,0.0365,0.3344,0.3770
161,0.2982,0.9225,0.2714,0.0365,0.3345,0.3771
162,0.2982,0.9225,0.2713,0.0365,0.3345,0.3770
163,0.2982,0.9224,0.2714,0.0365,0.3345,0.3772
164,0.2982,0.9225,0.2713,0.0365,0.3345,0.3770
165,0.2982,0.9225,0.2713,0.0365,0.3345,0.3771
166,0.2982,0.9225,0.2714,0.0365,0.3345,0.3772
167,0.2982,0.9225,0.2714,0.0366,0.3344,0.3772
168,0.2982,0.9225,0.2714,0.0366,0.3344,0.3772
169,0.2981,0.9225,0.2714,0.0366,0.3344,0.3773
170,0.2981,0.9226,0.2712,0.0366,0.3343,0.3771
171,0.2982,0.9225,0.2712,0.0366,0.3343,0.3770
172,0.2982,0.9226,0.2712,0.0366,0.3343,0.3769
173,0.2982,0.9225,0.2713,0.0366,0.3343,0.3770
174,0.2981,0.9225,0.2713,0.0366,0.3343,0.3771
175,0.2981,0.9223,0.2714,0.0366,0.3343,0.3771
176,0.2981,0.9223,0.2714,0.0366,0.3343,0.3771
177,0.2981,0.9223,0.2714,0.0366,0.3343,0.3771
178,0.2981,0.9223,0.2714,0.0366,0.3343,0.3772
179,0.2981,0.9223,0.2713,0.0366,0.3344,0.3771
180,0.2981,0.9223,0.2714,0.0366,0.3344,0.3771
181,0.2980,0.9223,0.2714,0.0366,0.3344,0.3771
182,0.2980,0.9224,0.2714,0.0366,0.3344,0.3772
183,0.2980,0.9224,0.2714,0.0366,0.3344,0.3772
184,0.2980,0.9224,0.2713,0.0366,0.3343,0.3772
185,0.2980,0.9225,0.2711,0.0366,0.3342,0.3769
186,0.2980,0.9226,0.2711,0.0366,0.3342,0.3768
187,0.2980,0.9226,0.2711,0.0366,0.3342,0.3768
188,0.2980,0.9225,0.2713,0.0365,0.3343,0.3768
189,0.2980,0.9225,0.2713,0.0365,0.3343,0.3768
190,0.2980,0.9225,0.2712,0.0365,0.3343,0.3768
191,0.2980,0.9225,0.2712,0.0365,0.3343,0.3768
192,0.2980,0.9225,0.2712,0.0365,0.3343,0.3767
193,0.2980,0.9225,0.2712,0.0365,0.3343,0.3767
194,0.2980,0.9226,0.2712,0.0365,0.3343,0.3768
195,0.2980,0.9226,0.2712,0.0365,0.3343,0.3768
196,0.2980,0.9226,0.2712,0.0365,0.3343,0.3768
197,0.2980,0.9226,0.2712,0.0365,0.3343,0.3768
198,0.2980,0.9226,0.2712,0.0365,0.3343,0.3768
199,0.2980,0.9226,0.2712,0.0365,0.3343,0.3768
200,0.2980,0.9226,0.2712,0.0365,0.3343,0.3767
