epoch,tr_loss,vl_loss,dice,fpr,prec,rec
158,0.2339,0.8802,0.3576,0.0315,0.4344,0.4221
159,0.2339,0.8802,0.3576,0.0315,0.4344,0.4221
160,0.2339,0.8802,0.3576,0.0315,0.4344,0.4221
161,0.2339,0.8802,0.3576,0.0315,0.4344,0.4221
162,0.2339,0.8802,0.3576,0.0315,0.4344,0.4221
163,0.2339,0.8802,0.3576,0.0315,0.4344,0.4221
164,0.2339,0.8802,0.3576,0.0315,0.4344,0.4221
165,0.2339,0.8802,0.3576,0.0315,0.4344,0.4221
166,0.2339,0.8802,0.3576,0.0315,0.4344,0.4221
167,0.2339,0.8802,0.3576,0.0315,0.4344,0.4221
168,0.2339,0.8802,0.3576,0.0315,0.4344,0.4221
169,0.2339,0.8802,0.3576,0.0315,0.4344,0.4221
170,0.2339,0.8802,0.3576,0.0315,0.4344,0.4221
171,0.2339,0.8803,0.3575,0.0315,0.4344,0.4220
172,0.2339,0.8803,0.3576,0.0315,0.4344,0.4220
173,0.2339,0.8803,0.3575,0.0315,0.4344,0.4220
174,0.2339,0.8803,0.3575,0.0315,0.4344,0.4220
175,0.2339,0.8803,0.3575,0.0315,0.4344,0.4220
176,0.2339,0.8803,0.3575,0.0315,0.4344,0.4220
177,0.2339,0.8803,0.3575,0.0315,0.4344,0.4220
178,0.2339,0.8803,0.3575,0.0315,0.4344,0.4220
179,0.2339,0.8803,0.3575,0.0315,0.4344,0.4220
180,0.2339,0.8803,0.3575,0.0315,0.4344,0.4220
181,0.2339,0.8803,0.3575,0.0315,0.4344,0.4220
182,0.2339,0.8803,0.3575,0.0315,0.4344,0.4220
183,0.2339,0.8803,0.3575,0.0315,0.4344,0.4220
184,0.2339,0.8803,0.3575,0.0315,0.4344,0.4220
185,0.2339,0.8803,0.3575,0.0315,0.4344,0.4220
186,0.2339,0.8803,0.3575,0.0315,0.4344,0.4220
187,0.2339,0.8803,0.3575,0.0315,0.4344,0.4220
188,0.2339,0.8803,0.3575,0.0315,0.4344,0.4220
189,0.2339,0.8803,0.3575,0.0315,0.4344,0.4220
190,0.2339,0.8804,0.3575,0.0315,0.4344,0.4220
191,0.2339,0.8798,0.3583,0.0315,0.4345,0.4232
192,0.2339,0.8798,0.3583,0.0315,0.4345,0.4232
193,0.2339,0.8798,0.3583,0.0315,0.4345,0.4232
194,0.2339,0.8798,0.3583,0.0315,0.4345,0.4232
195,0.2339,0.8798,0.3583,0.0315,0.4345,0.4232
196,0.2339,0.8798,0.3583,0.0315,0.4345,0.4232
197,0.2339,0.8798,0.3583,0.0315,0.4345,0.4232
198,0.2339,0.8798,0.3583,0.0315,0.4345,0.4232
199,0.2339,0.8798,0.3583,0.0315,0.4345,0.4232
200,0.2339,0.8798,0.3583,0.0315,0.4345,0.4232
