epoch,tr_loss,vl_loss,dice,fpr,prec,rec
143,0.6556,0.9021,0.2583,0.0269,0.3473,0.3033
144,0.6556,0.9021,0.2583,0.0269,0.3473,0.3032
145,0.6556,0.9021,0.2582,0.0268,0.3473,0.3032
146,0.6556,0.9022,0.2582,0.0268,0.3473,0.3032
147,0.6556,0.9021,0.2584,0.0269,0.3473,0.3034
148,0.6556,0.9021,0.2583,0.0269,0.3473,0.3033
149,0.6555,0.9020,0.2584,0.0269,0.3473,0.3034
150,0.6555,0.9020,0.2584,0.0269,0.3473,0.3034
151,0.6556,0.9020,0.2584,0.0269,0.3473,0.3034
152,0.6556,0.9020,0.2586,0.0269,0.3473,0.3035
153,0.6556,0.9020,0.2585,0.0269,0.3473,0.3035
154,0.6555,0.9020,0.2585,0.0269,0.3473,0.3035
155,0.6555,0.9020,0.2585,0.0269,0.3473,0.3035
156,0.6555,0.9020,0.2586,0.0269,0.3473,0.3035
157,0.6555,0.9020,0.2586,0.0269,0.3473,0.3035
158,0.6555,0.9020,0.2586,0.0269,0.3473,0.3035
159,0.6555,0.9020,0.2586,0.0269,0.3473,0.3035
160,0.6555,0.9020,0.2585,0.0269,0.3473,0.3035
161,0.6555,0.9020,0.2585,0.0269,0.3473,0.3035
162,0.6555,0.9020,0.2586,0.0269,0.3473,0.3036
163,0.6554,0.9020,0.2587,0.0269,0.3473,0.3037
164,0.6554,0.9020,0.2587,0.0269,0.3472,0.3037
165,0.6554,0.9020,0.2587,0.0269,0.3472,0.3037
166,0.6554,0.9021,0.2586,0.0269,0.3472,0.3036
167,0.6554,0.9021,0.2587,0.0269,0.3473,0.3037
168,0.6554,0.9020,0.2587,0.0269,0.3472,0.3037
169,0.6554,0.9021,0.2587,0.0269,0.3473,0.3037
170,0.6554,0.9021,0.2587,0.0269,0.3473,0.3036
171,0.6554,0.9021,0.2586,0.0269,0.3473,0.3036
172,0.6554,0.9021,0.2586,0.0269,0.3473,0.3036
173,0.6554,0.9021,0.2586,0.0269,0.3473,0.3036
174,0.6554,0.9021,0.2586,0.0269,0.3473,0.3036
175,0.6554,0.9022,0.2586,0.0269,0.3473,0.3036
176,0.6553,0.9021,0.2586,0.0269,0.3473,0.3036
177,0.6553,0.9021,0.2587,0.0269,0.3473,0.3036
178,0.6554,0.9021,0.2587,0.0269,0.3473,0.3036
179,0.6553,0.9021,0.2587,0.0269,0.3473,0.3036
180,0.6553,0.9021,0.2586,0.0269,0.3473,0.3035
181,0.6554,0.9021,0.2586,0.0269,0.3474,0.3035
182,0.6553,0.9021,0.2586,0.0269,0.3474,0.3035
183,0.6553,0.9021,0.2586,0.0269,0.3474,0.3035
184,0.6553,0.9021,0.2585,0.0269,0.3474,0.3035
185,0.6553,0.9021,0.2585,0.0269,0.3474,0.3034
186,0.6553,0.9021,0.2584,0.0269,0.3474,0.3033
187,0.6553,0.9022,0.2584,0.0269,0.3473,0.3032
188,0.6553,0.9022,0.2584,0.0269,0.3474,0.3033
189,0.6553,0.9022,0.2584,0.0268,0.3474,0.3032
190,0.6553,0.9022,0.2584,0.0268,0.3474,0.3032
191,0.6553,0.9022,0.2584,0.0268,0.3474,0.3032
192,0.6553,0.9022,0.2584,0.0268,0.3474,0.3032
193,0.6553,0.9022,0.2583,0.0268,0.3475,0.3031
194,0.6553,0.9022,0.2584,0.0269,0.3474,0.3033
195,0.6553,0.9021,0.2585,0.0269,0.3474,0.3035
196,0.6553,0.9021,0.2585,0.0269,0.3474,0.3034
197,0.6553,0.9021,0.2585,0.0269,0.3474,0.3035
198,0.6553,0.9021,0.2585,0.0269,0.3474,0.3034
199,0.6553,0.9021,0.2585,0.0269,0.3474,0.3035
200,0.6553,0.9021,0.2585,0.0269,0.3473,0.3034
