epoch,tr_loss,vl_loss,dice,fpr,prec,rec
44,0.3873,0.9379,0.2684,0.0197,0.3419,0.3035
45,0.3730,0.9362,0.2571,0.0161,0.3569,0.2740
46,0.3457,0.9439,0.2495,0.0141,0.3648,0.2591
47,0.3269,0.9404,0.2577,0.0152,0.3631,0.2715
48,0.3090,0.9441,0.2560,0.0139,0.3664,0.2669
49,0.2992,0.9476,0.2509,0.0126,0.3507,0.2562
50,0.2877,0.9426,0.2516,0.0131,0.3467,0.2581
51,0.2824,0.9399,0.2600,0.0137,0.3440,0.2725
52,0.2656,0.9376,0.2651,0.0139,0.3710,0.2770
53,0.2570,0.9385,0.2632,0.0136,0.3716,0.2738
54,0.2517,0.9389,0.2620,0.0133,0.3723,0.2715
55,0.2478,0.9396,0.2614,0.0133,0.3723,0.2707
56,0.2445,0.9404,0.2610,0.0132,0.3721,0.2703
57,0.2414,0.9410,0.2605,0.0132,0.3719,0.2697
58,0.2383,0.9411,0.2604,0.0132,0.3718,0.2697
59,0.2379,0.9412,0.2604,0.0132,0.3718,0.2697
60,0.2376,0.9413,0.2604,0.0132,0.3718,0.2698
61,0.2373,0.9414,0.2604,0.0132,0.3718,0.2698
62,0.2370,0.9414,0.2603,0.0132,0.3717,0.2698
63,0.2367,0.9415,0.2602,0.0132,0.3716,0.2697
64,0.2364,0.9415,0.2602,0.0132,0.3716,0.2697
65,0.2364,0.9415,0.2602,0.0132,0.3716,0.2697
66,0.2364,0.9415,0.2603,0.0132,0.3716,0.2697
67,0.2363,0.9415,0.2603,0.0132,0.3716,0.2697
68,0.2363,0.9415,0.2603,0.0132,0.3716,0.2697
69,0.2363,0.9415,0.2603,0.0132,0.3717,0.2697
70,0.2362,0.9415,0.2603,0.0132,0.3717,0.2697
71,0.2362,0.9415,0.2603,0.0132,0.3716,0.2697
72,0.2362,0.9415,0.2602,0.0132,0.3716,0.2697
73,0.2362,0.9415,0.2602,0.0132,0.3716,0.2697
74,0.2362,0.9415,0.2602,0.0132,0.3716,0.2697
75,0.2362,0.9415,0.2602,0.0132,0.3716,0.2697
76,0.2362,0.9415,0.2602,0.0132,0.3716,0.2697
77,0.2362,0.9415,0.2602,0.0132,0.3717,0.2697
78,0.2362,0.9415,0.2602,0.0132,0.3717,0.2697
79,0.2362,0.9415,0.2602,0.0132,0.3717,0.2697
80,0.2362,0.9415,0.2602,0.0132,0.3717,0.2697
81,0.2362,0.9415,0.2602,0.0132,0.3717,0.2697
82,0.2362,0.9415,0.2602,0.0132,0.3717,0.2697
83,0.2362,0.9415,0.2602,0.0132,0.3717,0.2697
84,0.2362,0.9415,0.2602,0.0132,0.3717,0.2697
85,0.2362,0.9415,0.2602,0.0132,0.3717,0.2697
86,0.2362,0.9415,0.2602,0.0132,0.3717,0.2697
87,0.2362,0.9415,0.2602,0.0132,0.3717,0.2697
88,0.2362,0.9415,0.2602,0.0132,0.3717,0.2697
89,0.2362,0.9415,0.2602,0.0132,0.3717,0.2697
90,0.2362,0.9415,0.2602,0.0132,0.3717,0.2697
91,0.2362,0.9415,0.2602,0.0132,0.3717,0.2697
92,0.2362,0.9415,0.2602,0.0132,0.3717,0.2697
93,0.2362,0.9415,0.2602,0.0132,0.3717,0.2697
94,0.2362,0.9415,0.2602,0.0132,0.3717,0.2697
95,0.2362,0.9415,0.2602,0.0132,0.3717,0.2697
96,0.2362,0.9415,0.2602,0.0132,0.3717,0.2697
97,0.2362,0.9415,0.2602,0.0132,0.3717,0.2697
98,0.2362,0.9415,0.2602,0.0131,0.3717,0.2697
99,0.2362,0.9415,0.2602,0.0131,0.3717,0.2697
100,0.2361,0.9415,0.2602,0.0131,0.3717,0.2697
101,0.2361,0.9415,0.2602,0.0131,0.3717,0.2697
102,0.2361,0.9415,0.2602,0.0131,0.3717,0.2697
103,0.2361,0.9415,0.2602,0.0131,0.3717,0.2697
104,0.2361,0.9415,0.2602,0.0131,0.3717,0.2697
105,0.2361,0.9415,0.2602,0.0131,0.3717,0.2697
106,0.2361,0.9415,0.2602,0.0131,0.3717,0.2697
107,0.2361,0.9415,0.2602,0.0131,0.3717,0.2697
108,0.2361,0.9415,0.2602,0.0131,0.3717,0.2697
109,0.2361,0.9415,0.2602,0.0131,0.3717,0.2697
110,0.2361,0.9415,0.2603,0.0131,0.3717,0.2697
111,0.2361,0.9415,0.2602,0.0131,0.3717,0.2697
112,0.2361,0.9415,0.2603,0.0131,0.3717,0.2697
113,0.2361,0.9415,0.2603,0.0131,0.3717,0.2697
114,0.2361,0.9415,0.2602,0.0131,0.3717,0.2697
115,0.2361,0.9415,0.2602,0.0131,0.3717,0.2697
116,0.2361,0.9415,0.2602,0.0131,0.3717,0.2697
117,0.2361,0.9415,0.2602,0.0131,0.3717,0.2697
118,0.2361,0.9415,0.2602,0.0131,0.3717,0.2697
119,0.2361,0.9415,0.2602,0.0131,0.3716,0.2697
120,0.2361,0.9415,0.2602,0.0131,0.3716,0.2697
121,0.2361,0.9415,0.2602,0.0131,0.3716,0.2697
122,0.2361,0.9415,0.2602,0.0131,0.3716,0.2697
123,0.2361,0.9415,0.2602,0.0131,0.3716,0.2697
124,0.2361,0.9415,0.2602,0.0131,0.3716,0.2697
125,0.2361,0.9415,0.2602,0.0131,0.3716,0.2697
126,0.2361,0.9415,0.2602,0.0131,0.3716,0.2697
127,0.2361,0.9415,0.2602,0.0131,0.3716,0.2697
128,0.2361,0.9415,0.2602,0.0131,0.3716,0.2697
129,0.2361,0.9415,0.2602,0.0131,0.3716,0.2697
130,0.2361,0.9415,0.2602,0.0131,0.3716,0.2697
131,0.2361,0.9415,0.2602,0.0131,0.3716,0.2697
132,0.2361,0.9415,0.2602,0.0131,0.3716,0.2697
133,0.2360,0.9415,0.2602,0.0131,0.3716,0.2697
134,0.2360,0.9415,0.2602,0.0131,0.3716,0.2697
135,0.2360,0.9415,0.2602,0.0131,0.3716,0.2697
136,0.2360,0.9415,0.2602,0.0131,0.3716,0.2697
137,0.2360,0.9415,0.2602,0.0131,0.3716,0.2697
138,0.2360,0.9415,0.2602,0.0131,0.3716,0.2697
139,0.2360,0.9415,0.2602,0.0131,0.3716,0.2697
140,0.2360,0.9415,0.2602,0.0131,0.3716,0.2697
141,0.2360,0.9415,0.2602,0.0131,0.3716,0.2697
142,0.2360,0.9415,0.2602,0.0131,0.3716,0.2697
143,0.2360,0.9416,0.2602,0.0131,0.3716,0.2697
144,0.2360,0.9416,0.2602,0.0131,0.3716,0.2697
145,0.2360,0.9416,0.2602,0.0131,0.3716,0.2697
146,0.2360,0.9416,0.2602,0.0131,0.3716,0.2697
147,0.2360,0.9416,0.2602,0.0131,0.3716,0.2697
148,0.2360,0.9416,0.2602,0.0131,0.3716,0.2697
149,0.2360,0.9416,0.2602,0.0131,0.3716,0.2697
150,0.2360,0.9416,0.2602,0.0131,0.3716,0.2697
151,0.2360,0.9416,0.2602,0.0131,0.3716,0.2697
152,0.2360,0.9416,0.2602,0.0131,0.3716,0.2697
153,0.2360,0.9416,0.2602,0.0131,0.3716,0.2697
154,0.2360,0.9416,0.2602,0.0131,0.3716,0.2697
155,0.2360,0.9416,0.2602,0.0131,0.3716,0.2697
156,0.2360,0.9416,0.2602,0.0131,0.3716,0.2697
157,0.2360,0.9416,0.2602,0.0131,0.3716,0.2697
158,0.2360,0.9416,0.2602,0.0131,0.3716,0.2697
159,0.2360,0.9416,0.2602,0.0131,0.3716,0.2697
160,0.2360,0.9416,0.2602,0.0131,0.3716,0.2697
161,0.2360,0.9416,0.2602,0.0131,0.3716,0.2697
162,0.2360,0.9416,0.2602,0.0131,0.3716,0.2697
163,0.2360,0.9416,0.2602,0.0131,0.3716,0.2697
164,0.2360,0.9416,0.2602,0.0131,0.3716,0.2697
165,0.2360,0.9416,0.2602,0.0131,0.3716,0.2697
166,0.2359,0.9416,0.2602,0.0131,0.3716,0.2697
167,0.2359,0.9416,0.2602,0.0131,0.3716,0.2697
168,0.2359,0.9416,0.2602,0.0131,0.3716,0.2697
169,0.2359,0.9416,0.2602,0.0131,0.3716,0.2697
170,0.2359,0.9416,0.2602,0.0131,0.3716,0.2697
171,0.2359,0.9416,0.2602,0.0131,0.3716,0.2697
172,0.2359,0.9416,0.2602,0.0131,0.3716,0.2697
173,0.2359,0.9416,0.2602,0.0131,0.3716,0.2697
174,0.2359,0.9416,0.2602,0.0131,0.3716,0.2697
175,0.2359,0.9416,0.2602,0.0131,0.3716,0.2697
176,0.2359,0.9416,0.2602,0.0131,0.3716,0.2697
177,0.2359,0.9416,0.2602,0.0131,0.3716,0.2697
178,0.2359,0.9416,0.2603,0.0131,0.3716,0.2698
179,0.2359,0.9416,0.2603,0.0131,0.3716,0.2698
180,0.2359,0.9416,0.2603,0.0131,0.3716,0.2698
181,0.2359,0.9416,0.2603,0.0131,0.3716,0.2698
182,0.2359,0.9416,0.2603,0.0131,0.3716,0.2698
183,0.2359,0.9416,0.2603,0.0131,0.3716,0.2698
184,0.2359,0.9416,0.2603,0.0131,0.3716,0.2698
185,0.2359,0.9416,0.2603,0.0131,0.3716,0.2698
186,0.2359,0.9416,0.2603,0.0131,0.3716,0.2698
187,0.2359,0.9416,0.2603,0.0131,0.3716,0.2698
188,0.2359,0.9416,0.2603,0.0131,0.3716,0.2698
189,0.2359,0.9416,0.2602,0.0131,0.3716,0.2698
190,0.2359,0.9416,0.2602,0.0131,0.3716,0.2698
191,0.2359,0.9416,0.2602,0.0131,0.3716,0.2698
192,0.2359,0.9416,0.2602,0.0131,0.3716,0.2698
193,0.2359,0.9416,0.2603,0.0131,0.3716,0.2698
194,0.2359,0.9416,0.2603,0.0131,0.3716,0.2698
195,0.2359,0.9416,0.2603,0.0131,0.3716,0.2698
196,0.2359,0.9416,0.2603,0.0131,0.3716,0.2698
197,0.2359,0.9416,0.2603,0.0131,0.3716,0.2698
198,0.2359,0.9416,0.2603,0.0131,0.3716,0.2698
199,0.2358,0.9416,0.2603,0.0131,0.3716,0.2698
200,0.2358,0.9416,0.2603,0.0131,0.3716,0.2698
