epoch,tr_loss,vl_loss,dice,fpr,prec,rec
1,1.2199,1.1820,0.2224,0.2972,0.1568,0.7308
2,1.1826,1.1615,0.2306,0.2834,0.1642,0.7351
3,1.1567,1.1518,0.2358,0.2780,0.1677,0.7474
4,1.1428,1.1579,0.2420,0.2431,0.1767,0.7093
5,1.1314,1.1435,0.2432,0.1928,0.1939,0.6132
6,1.1205,1.3921,0.2547,0.1757,0.2050,0.5953
7,1.1105,1.1177,0.2321,0.1872,0.1860,0.5969
8,1.0978,1.1086,0.2491,0.1535,0.2090,0.5772
9,1.0858,1.0993,0.2548,0.1205,0.2299,0.5178
10,1.0742,1.0900,0.2521,0.1294,0.2361,0.5228
11,1.0617,1.0916,0.2486,0.1716,0.2625,0.5915
12,1.0522,1.0622,0.2463,0.0884,0.2273,0.4351
13,1.0355,1.0515,0.2493,0.0660,0.2608,0.3905
14,1.0197,1.0410,0.2646,0.0668,0.2560,0.4147
15,1.0086,1.0348,0.2689,0.0697,0.2556,0.4297
16,0.9942,1.0261,0.2666,0.0735,0.2459,0.4428
17,0.9759,1.0297,0.2597,0.0794,0.2298,0.4527
18,0.9661,1.0244,0.2553,0.0658,0.2448,0.4152
19,0.9458,1.0193,0.2609,0.0753,0.2837,0.4506
20,0.9289,1.0145,0.2649,0.0775,0.2573,0.4683
21,0.9109,1.0321,0.2671,0.0845,0.2546,0.4845
22,0.8923,1.0033,0.2794,0.0757,0.2915,0.4790
23,0.8747,1.0215,0.2646,0.0749,0.2547,0.4718
24,0.8631,1.0059,0.2797,0.0715,0.2695,0.4773
25,0.8486,0.9923,0.2633,0.0691,0.2785,0.4567
26,0.8284,1.0052,0.2532,0.0664,0.2699,0.4392
27,0.8122,1.0018,0.2612,0.0700,0.2530,0.4657
28,0.7956,0.9798,0.2484,0.0652,0.2434,0.4374
29,0.7736,0.9796,0.2293,0.0622,0.2193,0.4147
30,0.7480,0.9944,0.2287,0.0588,0.2117,0.4050
31,0.7270,0.9916,0.2272,0.0546,0.2116,0.3968
32,0.7118,0.9877,0.2341,0.0548,0.2156,0.4008
33,0.6961,0.9933,0.2339,0.0558,0.2180,0.4025
34,0.6935,0.9960,0.2304,0.0593,0.2136,0.4082
35,0.6678,0.9692,0.2392,0.0495,0.2225,0.4030
36,0.6382,0.9459,0.2563,0.0456,0.2410,0.4118
37,0.6141,0.9429,0.2606,0.0418,0.2485,0.4094
38,0.5905,0.9324,0.2713,0.0378,0.2622,0.4093
39,0.5657,0.9203,0.2831,0.0337,0.2839,0.3991
40,0.5403,0.9273,0.2816,0.0298,0.3000,0.3655
41,0.5228,0.9255,0.2822,0.0298,0.2997,0.3697
42,0.5045,0.9293,0.2809,0.0323,0.2885,0.3899
43,0.4943,0.9238,0.2805,0.0299,0.2985,0.3760
44,0.4684,0.9247,0.2827,0.0316,0.2943,0.3866
45,0.4636,0.9218,0.2843,0.0335,0.2887,0.3928
46,0.4464,0.9159,0.2836,0.0289,0.2989,0.3736
47,0.4312,0.9182,0.2821,0.0285,0.2997,0.3726
48,0.4214,0.9173,0.2830,0.0276,0.3018,0.3717
49,0.4135,0.9162,0.2842,0.0276,0.3022,0.3745
50,0.4062,0.9148,0.2861,0.0273,0.3041,0.3760
51,0.3992,0.9158,0.2886,0.0269,0.3077,0.3784
52,0.3934,0.9152,0.2892,0.0267,0.3086,0.3776
53,0.3887,0.9148,0.2895,0.0263,0.3099,0.3756
54,0.3840,0.9145,0.2908,0.0258,0.3130,0.3727
55,0.3814,0.9187,0.2832,0.0252,0.3094,0.3537
56,0.3771,0.9195,0.2818,0.0249,0.3091,0.3502
57,0.3733,0.9200,0.2814,0.0249,0.3095,0.3490
58,0.3704,0.9204,0.2807,0.0249,0.3088,0.3479
59,0.3669,0.9210,0.2794,0.0248,0.3083,0.3453
60,0.3633,0.9219,0.2777,0.0248,0.3071,0.3433
61,0.3594,0.9216,0.2779,0.0247,0.3073,0.3436
62,0.3589,0.9214,0.2780,0.0248,0.3072,0.3440
63,0.3585,0.9214,0.2780,0.0248,0.3072,0.3441
64,0.3581,0.9213,0.2780,0.0248,0.3071,0.3441
65,0.3577,0.9213,0.2780,0.0248,0.3071,0.3442
66,0.3573,0.9213,0.2780,0.0248,0.3071,0.3441
67,0.3569,0.9213,0.2780,0.0247,0.3072,0.3441
68,0.3568,0.9213,0.2780,0.0247,0.3072,0.3441
69,0.3568,0.9213,0.2780,0.0247,0.3072,0.3441
70,0.3567,0.9213,0.2780,0.0247,0.3072,0.3441
71,0.3567,0.9213,0.2780,0.0247,0.3072,0.3441
72,0.3567,0.9213,0.2780,0.0247,0.3072,0.3441
73,0.3566,0.9213,0.2780,0.0247,0.3072,0.3441
74,0.3566,0.9213,0.2780,0.0247,0.3072,0.3441
75,0.3566,0.9213,0.2780,0.0247,0.3072,0.3441
76,0.3566,0.9213,0.2780,0.0247,0.3072,0.3441
77,0.3566,0.9213,0.2780,0.0247,0.3072,0.3441
78,0.3566,0.9213,0.2780,0.0247,0.3072,0.3441
79,0.3566,0.9213,0.2780,0.0247,0.3072,0.3441
80,0.3566,0.9213,0.2780,0.0247,0.3072,0.3441
81,0.3566,0.9213,0.2780,0.0247,0.3072,0.3441
82,0.3566,0.9213,0.2780,0.0247,0.3072,0.3441
83,0.3566,0.9213,0.2780,0.0247,0.3072,0.3441
84,0.3566,0.9213,0.2780,0.0247,0.3072,0.3441
85,0.3566,0.9213,0.2780,0.0247,0.3072,0.3441
86,0.3566,0.9213,0.2780,0.0247,0.3072,0.3441
87,0.3566,0.9213,0.2780,0.0247,0.3072,0.3441
88,0.3566,0.9213,0.2780,0.0247,0.3072,0.3441
89,0.3566,0.9213,0.2780,0.0247,0.3072,0.3441
90,0.3566,0.9213,0.2780,0.0247,0.3072,0.3441
91,0.3566,0.9213,0.2780,0.0247,0.3072,0.3441
92,0.3566,0.9213,0.2780,0.0247,0.3072,0.3441
93,0.3566,0.9213,0.2780,0.0247,0.3072,0.3441
94,0.3566,0.9213,0.2780,0.0247,0.3072,0.3441
95,0.3566,0.9213,0.2780,0.0247,0.3072,0.3441
